3.500323,-1.604115,-8.836998
1.309628,-0.864307,-9.241618
1.091756,-5.102044,-8.621520
0.407014,-5.149928,-8.367735
5.061342,3.165135,-9.639056
2.803610,2.384625,-9.066842
2.999935,1.074997,-8.609550
4.261679,3.435679,-8.353370
3.986346,4.496311,-7.831434
3.493140,4.299986,-7.252037
4.194641,5.657498,-6.758832
4.323928,6.584054,-6.335058
2.671929,3.761291,-5.868188
1.151611,5.473145,-4.999093
4.584896,7.204153,-3.775656
3.967192,7.187393,-2.918532
3.895366,7.603984,-1.994370
4.386178,8.422801,-1.019930
4.249708,8.398859,-0.579397
4.072537,7.955932,0.665588
1.575385,8.889670,2.669535
1.953669,9.430760,3.351882
1.474828,9.265560,3.727772
2.202666,8.607155,4.462792
1.438915,8.501810,4.874595
0.847547,8.231265,5.300763
0.493206,6.933608,6.974309
-0.814029,7.192182,7.412448
-0.804452,5.631162,7.697358
-1.201889,5.822699,7.965509
-1.977611,5.592855,7.946355
-3.543418,3.993528,8.750807
-3.931279,2.334347,9.248801
-4.563348,2.308010,8.911219
-3.895366,1.304840,8.681376
-3.976769,0.411803,8.674192
-3.976769,-0.445322,8.339005
-4.955997,-1.271321,7.721300
-4.192247,2.185906,7.869741
-6.217741,-1.233014,10.359711
-4.908113,1.022324,9.461884
-1.695095,6.641515,7.659051
-3.672705,2.092532,9.603143
-1.312023,7.501034,7.285556
0.732626,7.745243,6.761226
1.211466,6.904878,5.846641
2.683900,8.757990,4.410120
3.172317,8.662222,3.239355
3.699042,10.477027,2.066196
4.817134,11.049241,1.642422
2.212242,11.824962,0.809240
-1.343147,5.841852,-0.591368
2.662352,9.428366,-0.675165
2.324770,11.018116,-2.248155
4.376601,8.846575,-3.129222
-0.363919,8.966285,-3.830723
1.932121,6.598420,-2.906561
0.043096,7.881712,-3.217807
-1.651999,10.187328,-3.344700
0.069432,8.650250,-3.598485
-0.268151,8.341398,-4.108450
-2.446874,8.039729,-4.359841
-4.125209,8.075643,-4.836287
-4.539406,7.936779,-4.584896
-4.666299,7.989451,-4.177882
-4.177882,7.383718,-5.161899
-7.156269,9.641450,-4.285621
-2.537854,5.197812,-4.946421
-8.248025,3.715801,-4.805163
-7.058106,7.151480,-4.446033
-8.935161,4.371812,-1.898602
-7.091625,7.070077,0.222661
-8.008605,4.917690,1.805228
-8.020576,7.058106,4.041412
-8.204929,5.753267,4.508282
-4.908113,8.963891,4.434062
-1.110910,6.596025,5.849035
-4.264073,4.733336,7.213729
-6.466739,6.689399,7.594408
-5.940014,3.526659,8.221688
-4.764462,6.768408,7.074866
-6.524199,5.188235,5.327099
-7.577648,5.992687,4.481946
-5.322310,9.821015,2.308010
-8.580819,3.107674,2.817975
-8.525752,5.693411,1.285686
-10.208876,2.863465,-0.225055
-8.331821,4.627992,-1.798045
-7.196970,3.816357,-1.989582
-9.476250,0.754174,-0.177171
-9.002198,2.032677,-0.620098
-9.514558,1.766921,-0.220267
-8.796297,0.945710,-1.106121
-10.383653,-2.114080,-0.126893
-9.212888,-2.231396,-0.751779
-10.551247,-1.987187,0.644040
-8.889670,-1.374272,-0.440533
-8.616732,-1.302446,-0.792481
-9.172187,-3.280056,2.298434
-7.417237,-0.840365,-0.586579
-6.581660,-1.750161,-0.938527
-9.806650,-2.322376,-0.122104
-10.113108,0.047884,-1.266533
-8.635885,-2.001553,-1.903390
-8.549694,0.076614,-3.837905
-9.047688,-0.153229,-4.941632
-6.265626,-0.933739,-6.145916
-7.544129,0.292093,-7.357382
-2.750938,-1.309628,-8.611943
-3.950433,-2.370260,-8.614338
-2.612074,-2.999935,-8.757990
1.532289,-2.051831,-8.851363
1.544260,-0.553061,-9.009381
6.718130,1.721431,-8.319851
2.391808,5.741296,-7.649474
4.091691,3.129222,-5.920861
5.688623,6.016629,-3.773262
2.870648,8.973468,-3.497929
5.937620,9.526528,-2.724602
4.323928,6.332664,-3.617639
9.940725,6.382942,-1.058237
3.435679,6.959944,-2.169147
0.639252,9.150639,-0.782904
4.453215,8.303091,3.900155
0.464475,9.818621,2.657564
-1.206678,8.145074,2.875436
-1.766921,10.682928,3.792415
-5.712565,11.307815,4.266468
-2.885013,10.417171,3.062184
-3.749320,9.689334,4.594473
-1.946486,8.183381,5.212177
1.110910,11.817780,5.691017
3.481169,11.772289,4.975151
2.468422,10.524911,3.301604
0.986411,8.870517,2.911349
4.812346,7.814674,-2.952051
3.648763,8.556877,-4.807557
0.304064,3.232172,-1.764527
3.485958,8.015787,2.240973
5.358223,11.870452,3.854665
3.344700,8.044518,1.752556
6.347029,9.521740,-0.397437
4.383783,5.521029,-4.039018
6.217741,5.312734,-6.332664
6.074090,4.070143,-7.891289
2.806004,-3.924097,-7.548918
7.275979,-0.165200,-6.342240
6.093243,0.811634,-4.477157
10.184934,0.869095,-1.393425
9.856928,2.834735,-0.222661
7.809886,7.034164,1.233014
6.363788,7.666234,2.442086
5.652710,7.149086,2.758120
3.531447,8.532935,3.155558
2.367865,6.789956,5.111620
1.460463,8.767567,6.236896
3.574543,9.406818,6.770802
-1.333570,7.776367,7.096414
-7.084443,2.595315,6.088455
0.509965,6.200982,3.299210
5.834670,6.828263,0.488417
7.630321,7.070077,-1.659182
5.676652,3.193865,-6.083666
4.908113,0.782904,-6.883330
4.443638,5.770026,-7.498640
-2.794033,3.404555,-8.118738
2.952051,5.817910,-5.542577
4.106056,8.511387,-2.798822
1.575385,9.416395,-1.067814
0.893037,8.453926,-0.227449
1.826776,8.056489,-0.354342
1.446098,9.749189,0.553061
2.928109,10.714052,1.695095
1.467646,8.192958,0.562637
1.422156,10.302250,-1.225831
-0.823605,5.159504,-4.707000
0.885855,8.746018,-5.319916
-4.630386,3.734955,-7.611167
-9.533711,-1.685518,-4.192247
-6.495469,0.943315,-3.914520
-11.726800,-1.956063,-0.450110
-6.313510,2.245761,-1.187524
-9.282320,-1.010353,0.241814
-7.946355,7.529764,-0.854730
-11.473015,3.234566,0.421380
-9.471461,2.870648,1.010353
-9.251195,5.901707,2.513912
-9.062054,2.961627,4.515464
-7.443573,2.956839,1.491588
-9.114726,-3.088520,-1.106121
-4.905719,-3.912126,-5.204994
-1.477222,-6.308722,-6.631938
-2.063802,-5.736507,-7.795521
2.367865,2.166753,-8.676587
6.691793,2.197877,-6.105214
7.072472,6.186617,-0.378284
7.194576,7.503428,1.367089
5.171475,8.128315,2.284068
3.756502,7.821857,3.344700
0.074220,8.738836,4.517859
0.057461,7.788338,5.008670
-0.548272,9.658210,4.788404
1.177947,9.988609,4.963180
0.198719,9.334992,6.382942
-1.635240,8.688558,5.358223
