9.667787,-0.043096,1.407791
9.765948,0.323217,-0.301669
9.540894,-0.277727,0.565032
9.689334,0.004788,0.177171
9.672575,-0.083797,-0.002394
9.689334,-0.040701,0.000000
9.682152,0.000000,-0.045490
9.696517,0.000000,-0.069432
9.679757,0.016759,-0.141258
9.682152,0.040701,-0.107739
9.672575,0.028730,0.100556
9.682152,0.117316,0.430956
9.624691,0.181959,1.139640
9.607931,0.069432,1.417367
9.562442,-0.057461,1.750161
9.536105,0.076614,1.905784
9.469068,-0.023942,2.322376
9.399635,-0.043096,2.614468
9.373300,-0.088585,2.841917
9.141062,-0.155623,3.529053
9.033323,-0.232238,3.936068
8.801085,-0.435745,4.175488
8.631097,0.179565,4.747702
7.237672,-0.193930,7.436390
7.666234,0.028730,6.885724
7.283162,0.174777,6.679822
7.187393,0.100556,6.787562
7.108385,-0.198719,6.806715
6.411672,-0.308852,7.489063
5.092467,-0.622492,8.525752
4.939238,-0.610521,8.966285
4.050989,0.280122,9.155427
3.327940,0.052672,9.509769
3.282450,0.304064,9.564836
2.920926,0.213084,9.622296
2.760514,0.158017,9.701305
2.734178,-0.141258,9.538500
2.525883,0.349553,9.792285
2.236184,-0.193930,9.694122
1.881842,0.430956,9.895235
1.850718,0.299275,9.864111
2.023100,0.323217,9.876081
1.805228,0.548272,9.842563
1.572991,0.493206,9.907207
1.738190,0.514753,9.789890
1.414973,0.600945,9.947907
0.931344,0.634463,9.981427
0.842759,0.636858,9.962273
0.711078,0.646434,9.986216
0.081403,0.689530,10.022128
0.117316,0.464475,10.010158
0.055067,0.543484,10.081984
0.052672,0.474052,9.969456
0.057461,0.670376,10.041282
0.045490,0.644040,10.024523
0.067038,0.567426,10.000581
0.050278,0.610521,10.043676
0.050278,0.490811,9.979033
0.055067,0.591368,10.046070
0.064643,0.703895,10.019734
0.064643,0.713472,10.024523
0.059855,0.708684,10.019734
0.126893,0.775721,10.196905
1.719037,1.086968,9.832986
2.451663,0.584185,9.756371
2.554613,0.577003,9.703699
2.645593,0.567426,9.684546
2.715025,0.565032,9.658210
2.774880,0.553061,9.653421
2.839523,0.565032,9.624691
2.906561,0.533907,9.538500
2.892196,0.490811,9.564836
3.023877,0.495600,9.631873
3.088520,0.521936,9.545682
3.093308,0.533907,9.548077
3.124433,0.514753,9.538500
3.136404,0.512359,9.538500
3.150769,0.524330,9.533711
3.169923,0.519542,9.531317
3.184288,0.514753,9.528923
7.663839,-6.282385,-17.764977
